,top1,top10,top2,top3,top4,top5,top6,top7,top8,top9
0,0.5776545321855406,0.29146806557171223,0.497851812324908,0.4549769944467553,0.4179308930967646,0.38559909913444756,0.3610227204360985,0.339576203069176,0.32258838958511526,0.30626289893512726
1,0.08426628456917175,0.27624546053925564,0.1291568030667916,0.1651833341076791,0.19142981396746053,0.21177779876294758,0.22898799602898473,0.24154447554160072,0.2546540353488979,0.2656506389039673
2,0.1291759755398583,0.2227711264781534,0.17198526010033702,0.19829287760908168,0.2122089868654934,0.21846875865967819,0.22241445150327796,0.22308094022845767,0.2242488836809749,0.22367328666363717
3,0.00035771292334705815,0.005974545838787336,0.0008490686914940746,0.0013807578289134134,0.0019648585326128695,0.002591501124209123,0.0032335978116039693,0.0038981401369842417,0.004569339400917955,0.0052644232412345044
4,0.5776545321855406,0.652945041988451,0.615104603987978,0.6337758534550183,0.6420385287432089,0.6458220855926906,0.6486340207533894,0.6504327250585087,0.6513869029402193,0.6523154954816592
5,0.5776545321855406,0.6635522767465416,0.6525546757904154,0.6730050147352845,0.67686565792904,0.6759260300918924,0.6733731249255556,0.6716301757122579,0.6675588868955438,0.66570099850803
6,0.5419542858229122,0.6355765549459849,0.5641702641339025,0.5819413666486735,0.5948085511103535,0.6047150902619831,0.6130515666790454,0.6190613812601925,0.6253430090316905,0.6305633192956039
